ano,preco_mediano,Asiático,Londres,Sobreposição LDN/NY,Nova York,asiatico/sobreposicao
2022,1737.184,0.2996741163043596,0.4089704135543707,0.7086950655068041,0.37898246401657826,0.42285339758935075
2023,1945.1264999999999,0.29451708541111565,0.35988233015423804,0.6807799158628238,0.37611589051141325,0.43261717707674036
2024,2379.485,0.484934110201001,0.4860037678201053,0.9255867661466571,0.5038630359452304,0.5239207472896866
2025,3345.015,1.0666812732483681,1.027516170550186,1.4975890411734458,1.0184841832161513,0.7122656776471621
2026,4600.649,2.5002390940939345,2.2453472533211434,3.3175705947727065,2.4173106711889054,0.7536355362063459
